date,menu_item,quantity
2025-05-27,Patatas Bravas,24
2025-05-27,Sangria Jug,116
2025-05-27,Seafood Paella,414
2025-05-27,Tortilla Espanola,22
2025-05-28,Chicken Roast,2
2025-05-28,Cortado,125
2025-05-28,Estrella Damm (Caña),102
2025-05-28,Gambas al Ajillo,22
2025-05-28,Glass of Rioja,108
2025-05-28,Grilled Steak,4
2025-05-28,Menu del Dia,27
2025-05-28,Patatas Bravas,24
2025-05-28,Sangria Jug,111
2025-05-28,Seafood Paella,441
2025-05-28,Tortilla Espanola,19
2025-05-29,Cortado,88
2025-05-29,Estrella Damm (Caña),80
2025-05-29,Gambas al Ajillo,20
2025-05-29,Glass of Rioja,79
2025-05-29,Grilled Steak,4
2025-05-29,Menu del Dia,28
2025-05-29,Patatas Bravas,12
2025-05-29,Sangria Jug,70
2025-05-29,Seafood Paella,338
2025-05-29,Tortilla Espanola,15
2025-05-30,Chicken Roast,2
2025-05-30,Cortado,115
2025-05-30,Estrella Damm (Caña),76
2025-05-30,Gambas al Ajillo,23
2025-05-30,Glass of Rioja,119
2025-05-30,Grilled Steak,1
2025-05-30,Menu del Dia,28
2025-05-30,Patatas Bravas,22
2025-05-30,Sangria Jug,111
2025-05-30,Seafood Paella,418
2025-05-30,Tortilla Espanola,31
2025-05-31,Chicken Roast,3
2025-05-31,Cortado,129
2025-05-31,Estrella Damm (Caña),130
2025-05-31,Gambas al Ajillo,24
2025-05-31,Glass of Rioja,153
2025-05-31,Grilled Steak,2
2025-05-31,Menu del Dia,18
2025-05-31,Patatas Bravas,22
2025-05-31,Sangria Jug,117
2025-05-31,Seafood Paella,461
2025-05-31,Tortilla Espanola,34
2025-06-01,Chicken Roast,1
2025-06-01,Cortado,94
2025-06-01,Estrella Damm (Caña),74
2025-06-01,Gambas al Ajillo,14
2025-06-01,Glass of Rioja,110
2025-06-01,Grilled Steak,3
2025-06-01,Menu del Dia,25
2025-06-01,Patatas Bravas,15
2025-06-01,Sangria Jug,113
2025-06-01,Seafood Paella,344
2025-06-01,Tortilla Espanola,18
2025-06-02,Chicken Roast,4
2025-06-02,Cortado,87
2025-06-02,Estrella Damm (Caña),89
2025-06-02,Gambas al Ajillo,16
2025-06-02,Glass of Rioja,93
2025-06-02,Grilled Steak,3
2025-06-02,Menu del Dia,24
2025-06-02,Patatas Bravas,14
2025-06-02,Sangria Jug,99
2025-06-02,Seafood Paella,337
2025-06-02,Tortilla Espanola,9
2025-06-03,Cortado,91
2025-06-03,Estrella Damm (Caña),96
2025-06-03,Gambas al Ajillo,22
2025-06-03,Glass of Rioja,103
2025-06-03,Grilled Steak,2
2025-06-03,Menu del Dia,25
2025-06-03,Patatas Bravas,17
2025-06-03,Sangria Jug,107
2025-06-03,Seafood Paella,432
2025-06-03,Tortilla Espanola,23
2025-06-04,Chicken Roast,4
2025-06-04,Cortado,92
2025-06-04,Estrella Damm (Caña),107
2025-06-04,Gambas al Ajillo,29
2025-06-04,Glass of Rioja,96
2025-06-04,Grilled Steak,1
2025-06-04,Menu del Dia,22
2025-06-04,Patatas Bravas,33
2025-06-04,Sangria Jug,105
2025-06-04,Seafood Paella,399
2025-06-04,Tortilla Espanola,19
2025-06-05,Chicken Roast,3
2025-06-05,Cortado,102
2025-06-05,Estrella Damm (Caña),105
2025-06-05,Gambas al Ajillo,16
2025-06-05,Glass of Rioja,113
2025-06-05,Grilled Steak,6
2025-06-05,Menu del Dia,35
2025-06-05,Patatas Bravas,19
2025-06-05,Sangria Jug,110
2025-06-05,Seafood Paella,431
2025-06-05,Tortilla Espanola,19
2025-06-06,Chicken Roast,7
2025-06-06,Cortado,107
2025-06-06,Estrella Damm (Caña),94
2025-06-06,Gambas al Ajillo,32
2025-06-06,Glass of Rioja,116
2025-06-06,Grilled Steak,4
2025-06-06,Menu del Dia,24
2025-06-06,Patatas Bravas,22
2025-06-06,Sangria Jug,99
2025-06-06,Seafood Paella,405
2025-06-06,Tortilla Espanola,17
2025-06-07,Chicken Roast,4
2025-06-07,Cortado,56
2025-06-07,Estrella Damm (Caña),57
2025-06-07,Gambas al Ajillo,7
2025-06-07,Glass of Rioja,62
2025-06-07,Menu del Dia,17
2025-06-07,Patatas Bravas,10
2025-06-07,Sangria Jug,64
2025-06-07,Seafood Paella,256
2025-06-07,Tortilla Espanola,8
2025-06-08,Chicken Roast,1
2025-06-08,Cortado,45
2025-06-08,Estrella Damm (Caña),50
2025-06-08,Gambas al Ajillo,12
2025-06-08,Glass of Rioja,48
2025-06-08,Grilled Steak,1
2025-06-08,Menu del Dia,15
2025-06-08,Patatas Bravas,15
2025-06-08,Sangria Jug,48
2025-06-08,Seafood Paella,195
2025-06-08,Tortilla Espanola,16
2025-06-09,Cortado,96
2025-06-09,Estrella Damm (Caña),89
2025-06-09,Gambas al Ajillo,23
2025-06-09,Glass of Rioja,97
2025-06-09,Grilled Steak,6
2025-06-09,Menu del Dia,23
2025-06-09,Patatas Bravas,23
2025-06-09,Sangria Jug,96
2025-06-09,Seafood Paella,377
2025-06-09,Tortilla Espanola,24
2025-06-10,Chicken Roast,1
2025-06-10,Cortado,95
2025-06-10,Estrella Damm (Caña),99
2025-06-10,Gambas al Ajillo,8
2025-06-10,Glass of Rioja,112
2025-06-10,Grilled Steak,2
2025-06-10,Menu del Dia,28
2025-06-10,Patatas Bravas,7
2025-06-10,Sangria Jug,85
2025-06-10,Seafood Paella,332
2025-06-10,Tortilla Espanola,10
2025-06-11,Cortado,104
2025-06-11,Estrella Damm (Caña),109
2025-06-11,Gambas al Ajillo,25
2025-06-11,Glass of Rioja,119
2025-06-11,Grilled Steak,1
2025-06-11,Menu del Dia,17
2025-06-11,Patatas Bravas,19
2025-06-11,Sangria Jug,107
2025-06-11,Seafood Paella,416
2025-06-11,Tortilla Espanola,21
2025-06-12,Chicken Roast,2
2025-06-12,Cortado,75
2025-06-12,Estrella Damm (Caña),92
2025-06-12,Gambas al Ajillo,14
2025-06-12,Glass of Rioja,99
2025-06-12,Grilled Steak,2
2025-06-12,Menu del Dia,19
2025-06-12,Patatas Bravas,21
2025-06-12,Sangria Jug,97
2025-06-12,Seafood Paella,392
2025-06-12,Tortilla Espanola,22
2025-06-13,Chicken Roast,2
2025-06-13,Cortado,95
2025-06-13,Estrella Damm (Caña),101
2025-06-13,Gambas al Ajillo,13
2025-06-13,Glass of Rioja,86
2025-06-13,Menu del Dia,17
2025-06-13,Patatas Bravas,22
2025-06-13,Sangria Jug,114
2025-06-13,Seafood Paella,381
2025-06-13,Tortilla Espanola,15
2025-06-14,Chicken Roast,1
2025-06-14,Cortado,120
2025-06-14,Estrella Damm (Caña),100
2025-06-14,Gambas al Ajillo,12
2025-06-14,Glass of Rioja,105
2025-06-14,Grilled Steak,2
2025-06-14,Menu del Dia,27
2025-06-14,Patatas Bravas,13
2025-06-14,Sangria Jug,98
2025-06-14,Seafood Paella,459
2025-06-14,Tortilla Espanola,14
2025-06-15,Chicken Roast,4
2025-06-15,Cortado,112
2025-06-15,Estrella Damm (Caña),104
2025-06-15,Gambas al Ajillo,20
2025-06-15,Glass of Rioja,88
2025-06-15,Grilled Steak,6
2025-06-15,Menu del Dia,25
2025-06-15,Patatas Bravas,22
2025-06-15,Sangria Jug,112
2025-06-15,Seafood Paella,399
2025-06-15,Tortilla Espanola,24
2025-06-16,Chicken Roast,6
2025-06-16,Cortado,110
2025-06-16,Estrella Damm (Caña),123
2025-06-16,Gambas al Ajillo,16
2025-06-16,Glass of Rioja,89
2025-06-16,Grilled Steak,2
2025-06-16,Menu del Dia,28
2025-06-16,Patatas Bravas,29
2025-06-16,Sangria Jug,97
2025-06-16,Seafood Paella,382
2025-06-16,Tortilla Espanola,20
2025-06-17,Chicken Roast,2
2025-06-17,Cortado,112
2025-06-17,Estrella Damm (Caña),138
2025-06-17,Gambas al Ajillo,21
2025-06-17,Glass of Rioja,108
2025-06-17,Grilled Steak,3
2025-06-17,Menu del Dia,30
2025-06-17,Patatas Bravas,26
2025-06-17,Sangria Jug,132
2025-06-17,Seafood Paella,473
2025-06-17,Tortilla Espanola,23
2025-06-18,Chicken Roast,2
2025-06-18,Cortado,107
2025-06-18,Estrella Damm (Caña),80
2025-06-18,Gambas al Ajillo,28
2025-06-18,Glass of Rioja,97
2025-06-18,Grilled Steak,6
2025-06-18,Menu del Dia,19
2025-06-18,Patatas Bravas,34
2025-06-18,Sangria Jug,128
2025-06-18,Seafood Paella,431
2025-06-18,Tortilla Espanola,18
2025-06-19,Chicken Roast,1
2025-06-19,Cortado,85
2025-06-19,Estrella Damm (Caña),115
2025-06-19,Gambas al Ajillo,13
2025-06-19,Glass of Rioja,91
2025-06-19,Grilled Steak,3
2025-06-19,Menu del Dia,27
2025-06-19,Patatas Bravas,12
2025-06-19,Sangria Jug,109
2025-06-19,Seafood Paella,374
2025-06-19,Tortilla Espanola,17
2025-06-20,Chicken Roast,5
2025-06-20,Cortado,81
2025-06-20,Estrella Damm (Caña),103
2025-06-20,Gambas al Ajillo,10
2025-06-20,Glass of Rioja,77
2025-06-20,Menu del Dia,12
2025-06-20,Patatas Bravas,26
2025-06-20,Sangria Jug,71
2025-06-20,Seafood Paella,308
2025-06-20,Tortilla Espanola,9
2025-06-21,Chicken Roast,1
2025-06-21,Cortado,80
2025-06-21,Estrella Damm (Caña),76
2025-06-21,Gambas al Ajillo,9
2025-06-21,Glass of Rioja,59
2025-06-21,Grilled Steak,2
2025-06-21,Menu del Dia,16
2025-06-21,Patatas Bravas,7
2025-06-21,Sangria Jug,99
2025-06-21,Seafood Paella,314
2025-06-21,Tortilla Espanola,5
2025-06-22,Chicken Roast,2
2025-06-22,Cortado,88
2025-06-22,Estrella Damm (Caña),78
2025-06-22,Gambas al Ajillo,9
2025-06-22,Glass of Rioja,85
2025-06-22,Grilled Steak,5
2025-06-22,Menu del Dia,20
2025-06-22,Patatas Bravas,16
2025-06-22,Sangria Jug,85
2025-06-22,Seafood Paella,318
2025-06-22,Tortilla Espanola,11
2025-06-23,Chicken Roast,6
2025-06-23,Cortado,113
2025-06-23,Estrella Damm (Caña),92
2025-06-23,Gambas al Ajillo,20
2025-06-23,Glass of Rioja,100
2025-06-23,Grilled Steak,2
2025-06-23,Menu del Dia,45
2025-06-23,Patatas Bravas,23
2025-06-23,Sangria Jug,113
2025-06-23,Seafood Paella,430
2025-06-23,Tortilla Espanola,30
2025-06-24,Chicken Roast,6
2025-06-24,Cortado,128
2025-06-24,Estrella Damm (Caña),110
2025-06-24,Gambas al Ajillo,19
2025-06-24,Glass of Rioja,118
2025-06-24,Grilled Steak,3
2025-06-24,Menu del Dia,30
2025-06-24,Patatas Bravas,27
2025-06-24,Sangria Jug,94
2025-06-24,Seafood Paella,459
2025-06-24,Tortilla Espanola,32
2025-06-25,Chicken Roast,2
2025-06-25,Cortado,59
2025-06-25,Estrella Damm (Caña),84
2025-06-25,Gambas al Ajillo,12
2025-06-25,Glass of Rioja,63
2025-06-25,Grilled Steak,1
2025-06-25,Menu del Dia,16
2025-06-25,Patatas Bravas,16
2025-06-25,Sangria Jug,53
2025-06-25,Seafood Paella,261
2025-06-25,Tortilla Espanola,15
2025-06-26,Chicken Roast,1
2025-06-26,Cortado,99
2025-06-26,Estrella Damm (Caña),93
2025-06-26,Gambas al Ajillo,17
2025-06-26,Glass of Rioja,98
2025-06-26,Grilled Steak,3
2025-06-26,Menu del Dia,27
2025-06-26,Patatas Bravas,14
2025-06-26,Sangria Jug,111
2025-06-26,Seafood Paella,436
2025-06-26,Tortilla Espanola,12
2025-06-27,Chicken Roast,3
2025-06-27,Cortado,95
2025-06-27,Estrella Damm (Caña),97
2025-06-27,Gambas al Ajillo,21
2025-06-27,Glass of Rioja,81
2025-06-27,Grilled Steak,3
2025-06-27,Menu del Dia,26
2025-06-27,Patatas Bravas,13
2025-06-27,Sangria Jug,95
2025-06-27,Seafood Paella,357
2025-06-27,Tortilla Espanola,10
2025-06-28,Chicken Roast,1
2025-06-28,Cortado,124
2025-06-28,Estrella Damm (Caña),100
2025-06-28,Gambas al Ajillo,29
2025-06-28,Glass of Rioja,114
2025-06-28,Grilled Steak,3
2025-06-28,Menu del Dia,32
2025-06-28,Patatas Bravas,25
2025-06-28,Sangria Jug,114
2025-06-28,Seafood Paella,444
2025-06-28,Tortilla Espanola,12
2025-06-29,Chicken Roast,5
2025-06-29,Cortado,111
2025-06-29,Estrella Damm (Caña),81
2025-06-29,Gambas al Ajillo,24
2025-06-29,Glass of Rioja,93
2025-06-29,Grilled Steak,1
2025-06-29,Menu del Dia,23
2025-06-29,Patatas Bravas,21
2025-06-29,Sangria Jug,111
2025-06-29,Seafood Paella,373
2025-06-29,Tortilla Espanola,25
2025-06-30,Chicken Roast,1
2025-06-30,Cortado,97
2025-06-30,Estrella Damm (Caña),113
2025-06-30,Gambas al Ajillo,26
2025-06-30,Glass of Rioja,85
2025-06-30,Grilled Steak,7
2025-06-30,Menu del Dia,19
2025-06-30,Patatas Bravas,23
2025-06-30,Sangria Jug,109
2025-06-30,Seafood Paella,403
2025-06-30,Tortilla Espanola,25
2025-07-01,Chicken Roast,5
2025-07-01,Cortado,67
2025-07-01,Estrella Damm (Caña),97
2025-07-01,Gambas al Ajillo,20
2025-07-01,Glass of Rioja,77
2025-07-01,Grilled Steak,2
2025-07-01,Menu del Dia,30
2025-07-01,Patatas Bravas,11
2025-07-01,Sangria Jug,100
2025-07-01,Seafood Paella,358
2025-07-01,Tortilla Espanola,18
2025-07-02,Chicken Roast,2
2025-07-02,Cortado,79
2025-07-02,Estrella Damm (Caña),113
2025-07-02,Gambas al Ajillo,20
2025-07-02,Glass of Rioja,97
2025-07-02,Menu del Dia,24
2025-07-02,Patatas Bravas,23
2025-07-02,Sangria Jug,79
2025-07-02,Seafood Paella,363
2025-07-02,Tortilla Espanola,33
2025-07-03,Chicken Roast,7
2025-07-03,Cortado,70
2025-07-03,Estrella Damm (Caña),68
2025-07-03,Gambas al Ajillo,20
2025-07-03,Glass of Rioja,87
2025-07-03,Grilled Steak,3
2025-07-03,Menu del Dia,23
2025-07-03,Patatas Bravas,22
2025-07-03,Sangria Jug,76
2025-07-03,Seafood Paella,309
2025-07-03,Tortilla Espanola,16
2025-07-04,Chicken Roast,2
2025-07-04,Cortado,94
2025-07-04,Estrella Damm (Caña),105
2025-07-04,Gambas al Ajillo,24
2025-07-04,Glass of Rioja,114
2025-07-04,Grilled Steak,2
2025-07-04,Menu del Dia,20
2025-07-04,Patatas Bravas,28
2025-07-04,Sangria Jug,106
2025-07-04,Seafood Paella,399
2025-07-04,Tortilla Espanola,12
2025-07-05,Chicken Roast,2
2025-07-05,Cortado,93
2025-07-05,Estrella Damm (Caña),86
2025-07-05,Gambas al Ajillo,25
2025-07-05,Glass of Rioja,101
2025-07-05,Grilled Steak,5
2025-07-05,Menu del Dia,25
2025-07-05,Patatas Bravas,24
2025-07-05,Sangria Jug,114
2025-07-05,Seafood Paella,398
2025-07-05,Tortilla Espanola,12
2025-07-06,Chicken Roast,1
2025-07-06,Cortado,126
2025-07-06,Estrella Damm (Caña),116
2025-07-06,Gambas al Ajillo,19
2025-07-06,Glass of Rioja,124
2025-07-06,Grilled Steak,4
2025-07-06,Menu del Dia,18
2025-07-06,Patatas Bravas,17
2025-07-06,Sangria Jug,116
2025-07-06,Seafood Paella,412
2025-07-06,Tortilla Espanola,22
2025-07-07,Chicken Roast,6
2025-07-07,Cortado,109
2025-07-07,Estrella Damm (Caña),113
2025-07-07,Gambas al Ajillo,20
2025-07-07,Glass of Rioja,97
2025-07-07,Grilled Steak,8
2025-07-07,Menu del Dia,28
2025-07-07,Patatas Bravas,19
2025-07-07,Sangria Jug,99
2025-07-07,Seafood Paella,424
2025-07-07,Tortilla Espanola,15
2025-07-08,Cortado,107
2025-07-08,Estrella Damm (Caña),94
2025-07-08,Gambas al Ajillo,13
2025-07-08,Glass of Rioja,104
2025-07-08,Grilled Steak,3
2025-07-08,Menu del Dia,23
2025-07-08,Patatas Bravas,19
2025-07-08,Sangria Jug,98
2025-07-08,Seafood Paella,331
2025-07-08,Tortilla Espanola,17
2025-07-09,Chicken Roast,5
2025-07-09,Cortado,112
2025-07-09,Estrella Damm (Caña),115
2025-07-09,Gambas al Ajillo,20
2025-07-09,Glass of Rioja,127
2025-07-09,Grilled Steak,1
2025-07-09,Menu del Dia,35
2025-07-09,Patatas Bravas,29
2025-07-09,Sangria Jug,108
2025-07-09,Seafood Paella,442
2025-07-09,Tortilla Espanola,20
2025-07-10,Chicken Roast,4
2025-07-10,Cortado,97
2025-07-10,Estrella Damm (Caña),83
2025-07-10,Gambas al Ajillo,12
2025-07-10,Glass of Rioja,92
2025-07-10,Grilled Steak,5
2025-07-10,Menu del Dia,23
2025-07-10,Patatas Bravas,10
2025-07-10,Sangria Jug,100
2025-07-10,Seafood Paella,327
2025-07-10,Tortilla Espanola,19
2025-07-11,Chicken Roast,4
2025-07-11,Cortado,108
2025-07-11,Estrella Damm (Caña),106
2025-07-11,Gambas al Ajillo,27
2025-07-11,Glass of Rioja,109
2025-07-11,Grilled Steak,3
2025-07-11,Menu del Dia,20
2025-07-11,Patatas Bravas,26
2025-07-11,Sangria Jug,102
2025-07-11,Seafood Paella,425
2025-07-11,Tortilla Espanola,27
2025-07-12,Chicken Roast,4
2025-07-12,Cortado,112
2025-07-12,Estrella Damm (Caña),113
2025-07-12,Gambas al Ajillo,13
2025-07-12,Glass of Rioja,98
2025-07-12,Grilled Steak,4
2025-07-12,Menu del Dia,22
2025-07-12,Patatas Bravas,17
2025-07-12,Sangria Jug,99
2025-07-12,Seafood Paella,389
2025-07-12,Tortilla Espanola,17
2025-07-13,Chicken Roast,2
2025-07-13,Cortado,99
2025-07-13,Estrella Damm (Caña),107
2025-07-13,Gambas al Ajillo,26
2025-07-13,Glass of Rioja,89
2025-07-13,Grilled Steak,2
2025-07-13,Menu del Dia,15
2025-07-13,Patatas Bravas,29
2025-07-13,Sangria Jug,89
2025-07-13,Seafood Paella,415
2025-07-13,Tortilla Espanola,28
2025-07-14,Chicken Roast,5
2025-07-14,Cortado,98
2025-07-14,Estrella Damm (Caña),89
2025-07-14,Gambas al Ajillo,19
2025-07-14,Glass of Rioja,101
2025-07-14,Grilled Steak,3
2025-07-14,Menu del Dia,29
2025-07-14,Patatas Bravas,15
2025-07-14,Sangria Jug,88
2025-07-14,Seafood Paella,398
2025-07-14,Tortilla Espanola,25
2025-07-15,Chicken Roast,1
2025-07-15,Cortado,66
2025-07-15,Estrella Damm (Caña),52
2025-07-15,Gambas al Ajillo,16
2025-07-15,Glass of Rioja,52
2025-07-15,Grilled Steak,1
2025-07-15,Menu del Dia,8
2025-07-15,Patatas Bravas,13
2025-07-15,Sangria Jug,55
2025-07-15,Seafood Paella,239
2025-07-15,Tortilla Espanola,12
2025-07-16,Chicken Roast,4
2025-07-16,Cortado,102
2025-07-16,Estrella Damm (Caña),117
2025-07-16,Gambas al Ajillo,23
2025-07-16,Glass of Rioja,103
2025-07-16,Menu del Dia,19
2025-07-16,Patatas Bravas,19
2025-07-16,Sangria Jug,112
2025-07-16,Seafood Paella,359
2025-07-16,Tortilla Espanola,23
2025-07-17,Chicken Roast,2
2025-07-17,Cortado,101
2025-07-17,Estrella Damm (Caña),116
2025-07-17,Gambas al Ajillo,21
2025-07-17,Glass of Rioja,108
2025-07-17,Grilled Steak,2
2025-07-17,Menu del Dia,19
2025-07-17,Patatas Bravas,17
2025-07-17,Sangria Jug,112
2025-07-17,Seafood Paella,398
2025-07-17,Tortilla Espanola,20
2025-07-18,Chicken Roast,2
2025-07-18,Cortado,72
2025-07-18,Estrella Damm (Caña),81
2025-07-18,Gambas al Ajillo,21
2025-07-18,Glass of Rioja,86
2025-07-18,Grilled Steak,3
2025-07-18,Menu del Dia,21
2025-07-18,Patatas Bravas,13
2025-07-18,Sangria Jug,86
2025-07-18,Seafood Paella,324
2025-07-18,Tortilla Espanola,19
2025-07-19,Chicken Roast,5
2025-07-19,Cortado,106
2025-07-19,Estrella Damm (Caña),116
2025-07-19,Gambas al Ajillo,22
2025-07-19,Glass of Rioja,100
2025-07-19,Grilled Steak,4
2025-07-19,Menu del Dia,29
2025-07-19,Patatas Bravas,27
2025-07-19,Sangria Jug,93
2025-07-19,Seafood Paella,425
2025-07-19,Tortilla Espanola,24
2025-07-20,Chicken Roast,5
2025-07-20,Cortado,137
2025-07-20,Estrella Damm (Caña),84
2025-07-20,Gambas al Ajillo,11
2025-07-20,Glass of Rioja,126
2025-07-20,Grilled Steak,3
2025-07-20,Menu del Dia,36
2025-07-20,Patatas Bravas,16
2025-07-20,Sangria Jug,114
2025-07-20,Seafood Paella,405
2025-07-20,Tortilla Espanola,14
2025-07-21,Chicken Roast,2
2025-07-21,Cortado,80
2025-07-21,Estrella Damm (Caña),76
2025-07-21,Gambas al Ajillo,15
2025-07-21,Glass of Rioja,85
2025-07-21,Grilled Steak,1
2025-07-21,Menu del Dia,14
2025-07-21,Patatas Bravas,14
2025-07-21,Sangria Jug,96
2025-07-21,Seafood Paella,349
2025-07-21,Tortilla Espanola,9
2025-07-22,Chicken Roast,2
2025-07-22,Cortado,106
2025-07-22,Estrella Damm (Caña),108
2025-07-22,Gambas al Ajillo,15
2025-07-22,Glass of Rioja,118
2025-07-22,Grilled Steak,4
2025-07-22,Menu del Dia,22
2025-07-22,Patatas Bravas,17
2025-07-22,Sangria Jug,134
2025-07-22,Seafood Paella,447
2025-07-22,Tortilla Espanola,21
2025-07-23,Chicken Roast,4
2025-07-23,Cortado,83
2025-07-23,Estrella Damm (Caña),74
2025-07-23,Gambas al Ajillo,17
2025-07-23,Glass of Rioja,111
2025-07-23,Grilled Steak,3
2025-07-23,Menu del Dia,18
2025-07-23,Patatas Bravas,20
2025-07-23,Sangria Jug,94
2025-07-23,Seafood Paella,338
2025-07-23,Tortilla Espanola,17
2025-07-24,Chicken Roast,2
2025-07-24,Cortado,95
2025-07-24,Estrella Damm (Caña),89
2025-07-24,Gambas al Ajillo,19
2025-07-24,Glass of Rioja,113
2025-07-24,Menu del Dia,25
2025-07-24,Patatas Bravas,12
2025-07-24,Sangria Jug,108
2025-07-24,Seafood Paella,413
2025-07-24,Tortilla Espanola,16
2025-07-25,Chicken Roast,4
2025-07-25,Cortado,123
2025-07-25,Estrella Damm (Caña),103
2025-07-25,Gambas al Ajillo,17
2025-07-25,Glass of Rioja,104
2025-07-25,Grilled Steak,2
2025-07-25,Menu del Dia,29
2025-07-25,Patatas Bravas,33
2025-07-25,Sangria Jug,101
2025-07-25,Seafood Paella,397
2025-07-25,Tortilla Espanola,23
2025-07-26,Chicken Roast,1
2025-07-26,Cortado,77
2025-07-26,Estrella Damm (Caña),96
2025-07-26,Gambas al Ajillo,15
2025-07-26,Glass of Rioja,94
2025-07-26,Grilled Steak,3
2025-07-26,Menu del Dia,26
2025-07-26,Patatas Bravas,19
2025-07-26,Sangria Jug,113
2025-07-26,Seafood Paella,400
2025-07-26,Tortilla Espanola,28
2025-07-27,Chicken Roast,2
2025-07-27,Cortado,104
2025-07-27,Estrella Damm (Caña),142
2025-07-27,Gambas al Ajillo,22
2025-07-27,Glass of Rioja,114
2025-07-27,Grilled Steak,2
2025-07-27,Menu del Dia,28
2025-07-27,Patatas Bravas,24
2025-07-27,Sangria Jug,126
2025-07-27,Seafood Paella,467
2025-07-27,Tortilla Espanola,34
2025-07-28,Chicken Roast,1
2025-07-28,Cortado,84
2025-07-28,Estrella Damm (Caña),72
2025-07-28,Gambas al Ajillo,13
2025-07-28,Glass of Rioja,85
2025-07-28,Grilled Steak,2
2025-07-28,Menu del Dia,24
2025-07-28,Patatas Bravas,17
2025-07-28,Sangria Jug,97
2025-07-28,Seafood Paella,345
2025-07-28,Tortilla Espanola,11
2025-07-29,Chicken Roast,3
2025-07-29,Cortado,128
2025-07-29,Estrella Damm (Caña),111
2025-07-29,Gambas al Ajillo,23
2025-07-29,Glass of Rioja,106
2025-07-29,Grilled Steak,4
2025-07-29,Menu del Dia,23
2025-07-29,Patatas Bravas,24
2025-07-29,Sangria Jug,109
2025-07-29,Seafood Paella,411
2025-07-29,Tortilla Espanola,29
2025-07-30,Chicken Roast,4
2025-07-30,Cortado,108
2025-07-30,Estrella Damm (Caña),119
2025-07-30,Gambas al Ajillo,12
2025-07-30,Glass of Rioja,82
2025-07-30,Grilled Steak,2
2025-07-30,Menu del Dia,21
2025-07-30,Patatas Bravas,17
2025-07-30,Sangria Jug,108
2025-07-30,Seafood Paella,397
2025-07-30,Tortilla Espanola,16
2025-07-31,Chicken Roast,4
2025-07-31,Cortado,102
2025-07-31,Estrella Damm (Caña),129
2025-07-31,Gambas al Ajillo,28
2025-07-31,Glass of Rioja,91
2025-07-31,Grilled Steak,2
2025-07-31,Menu del Dia,21
2025-07-31,Patatas Bravas,25
2025-07-31,Sangria Jug,102
2025-07-31,Seafood Paella,421
2025-07-31,Tortilla Espanola,33
2025-08-01,Chicken Roast,1
2025-08-01,Cortado,94
2025-08-01,Estrella Damm (Caña),94
2025-08-01,Gambas al Ajillo,21
2025-08-01,Glass of Rioja,104
2025-08-01,Menu del Dia,16
2025-08-01,Patatas Bravas,18
2025-08-01,Sangria Jug,102
2025-08-01,Seafood Paella,352
2025-08-01,Tortilla Espanola,21
2025-08-02,Chicken Roast,2
2025-08-02,Cortado,83
2025-08-02,Estrella Damm (Caña),82
2025-08-02,Gambas al Ajillo,23
2025-08-02,Glass of Rioja,82
2025-08-02,Grilled Steak,3
2025-08-02,Menu del Dia,18
2025-08-02,Patatas Bravas,24
2025-08-02,Sangria Jug,85
2025-08-02,Seafood Paella,331
2025-08-02,Tortilla Espanola,12
2025-08-03,Chicken Roast,1
2025-08-03,Cortado,113
2025-08-03,Estrella Damm (Caña),125
2025-08-03,Gambas al Ajillo,17
2025-08-03,Glass of Rioja,99
2025-08-03,Grilled Steak,2
2025-08-03,Menu del Dia,31
2025-08-03,Patatas Bravas,16
2025-08-03,Sangria Jug,100
2025-08-03,Seafood Paella,420
2025-08-03,Tortilla Espanola,17
2025-08-04,Chicken Roast,3
2025-08-04,Cortado,90
2025-08-04,Estrella Damm (Caña),125
2025-08-04,Gambas al Ajillo,27
2025-08-04,Glass of Rioja,116
2025-08-04,Grilled Steak,5
2025-08-04,Menu del Dia,26
2025-08-04,Patatas Bravas,29
2025-08-04,Sangria Jug,121
2025-08-04,Seafood Paella,462
2025-08-04,Tortilla Espanola,25
2025-08-05,Chicken Roast,3
2025-08-05,Cortado,95
2025-08-05,Estrella Damm (Caña),83
2025-08-05,Gambas al Ajillo,25
2025-08-05,Glass of Rioja,100
2025-08-05,Grilled Steak,1
2025-08-05,Menu del Dia,29
2025-08-05,Patatas Bravas,24
2025-08-05,Sangria Jug,79
2025-08-05,Seafood Paella,339
2025-08-05,Tortilla Espanola,32
2025-08-06,Chicken Roast,3
2025-08-06,Cortado,77
2025-08-06,Estrella Damm (Caña),89
2025-08-06,Gambas al Ajillo,19
2025-08-06,Glass of Rioja,87
2025-08-06,Grilled Steak,3
2025-08-06,Menu del Dia,24
2025-08-06,Patatas Bravas,15
2025-08-06,Sangria Jug,96
2025-08-06,Seafood Paella,322
2025-08-06,Tortilla Espanola,17
2025-08-07,Chicken Roast,3
2025-08-07,Cortado,104
2025-08-07,Estrella Damm (Caña),104
2025-08-07,Gambas al Ajillo,24
2025-08-07,Glass of Rioja,96
2025-08-07,Grilled Steak,3
2025-08-07,Menu del Dia,20
2025-08-07,Patatas Bravas,18
2025-08-07,Sangria Jug,103
2025-08-07,Seafood Paella,383
2025-08-07,Tortilla Espanola,15
2025-08-08,Chicken Roast,5
2025-08-08,Cortado,100
2025-08-08,Estrella Damm (Caña),103
2025-08-08,Gambas al Ajillo,25
