date,ingredient,quantity_used
2025-04-29,Coffee Beans,1.515
2025-04-29,Beer Keg (30L),36.3
2025-04-29,Wine Bottle (Red),14.25
2025-04-29,Chicken,6.565
2025-04-29,Potatoes,12.12
2025-04-29,Lettuce,1.5
2025-04-29,Eggs,42.0
2025-04-29,Onions,1.4
2025-04-29,Beef Steak,0.6
2025-04-30,Sangria Mix,137.0
2025-04-30,Coffee Beans,2.2573
2025-04-30,Rice (Bomba),77.4165
2025-04-30,Seafood Mix,132.35
2025-04-30,Olive Oil,30.2
2025-04-30,Beer Keg (30L),49.2
2025-04-30,Wine Bottle (Red),19.05
2025-04-30,Chicken,11.716
2025-04-30,Potatoes,19.594
2025-04-30,Lettuce,3.6
2025-04-30,Eggs,75.0
2025-04-30,Onions,2.5
2025-04-30,Beef Steak,0.3
2025-05-01,Rice (Bomba),40.4505
2025-05-01,Seafood Mix,68.75
2025-05-01,Olive Oil,15.05
2025-05-01,Sangria Mix,58.0
2025-05-01,Wine Bottle (Red),7.8
2025-05-01,Beer Keg (30L),27.6
2025-05-01,Coffee Beans,1.0454
2025-05-01,Chicken,4.646
2025-05-01,Potatoes,7.171
2025-05-01,Lettuce,1.4
2025-05-01,Eggs,15.0
2025-05-01,Onions,0.5
2025-05-01,Beef Steak,0.6
2025-05-02,Rice (Bomba),43.632
2025-05-02,Seafood Mix,74.2
2025-05-02,Olive Oil,17.1
2025-05-02,Sangria Mix,63.0
2025-05-02,Beer Keg (30L),22.2
2025-05-02,Wine Bottle (Red),10.35
2025-05-02,Coffee Beans,1.2726
2025-05-02,Chicken,6.262
2025-05-02,Potatoes,11.918
2025-05-02,Lettuce,1.8
2025-05-02,Eggs,54.0
2025-05-02,Onions,1.8
2025-05-03,Sangria Mix,97.0
2025-05-03,Rice (Bomba),55.9035
2025-05-03,Seafood Mix,95.05
2025-05-03,Olive Oil,21.15
2025-05-03,Beer Keg (30L),38.1
2025-05-03,Coffee Beans,1.3332
2025-05-03,Wine Bottle (Red),12.3
2025-05-03,Chicken,7.171
2025-05-03,Potatoes,11.514
2025-05-03,Lettuce,2.1
2025-05-03,Eggs,42.0
2025-05-03,Onions,1.4
2025-05-03,Beef Steak,0.6
2025-05-04,Wine Bottle (Red),14.25
2025-05-04,Rice (Bomba),59.5395
2025-05-04,Seafood Mix,102.65
2025-05-04,Olive Oil,24.65
2025-05-04,Coffee Beans,1.5301
2025-05-04,Sangria Mix,91.0
2025-05-04,Beer Keg (30L),36.0
2025-05-04,Chicken,10.605
2025-05-04,Potatoes,20.907
2025-05-04,Lettuce,2.7
2025-05-04,Eggs,87.0
2025-05-04,Onions,2.9
2025-05-04,Beef Steak,0.3
2025-05-05,Rice (Bomba),56.5095
2025-05-05,Seafood Mix,99.05
2025-05-05,Olive Oil,23.95
2025-05-05,Beer Keg (30L),44.4
2025-05-05,Sangria Mix,107.0
2025-05-05,Coffee Beans,1.7877
2025-05-05,Wine Bottle (Red),16.5
2025-05-05,Chicken,11.413
2025-05-05,Potatoes,20.402
2025-05-05,Lettuce,3.1
2025-05-05,Eggs,60.0
2025-05-05,Onions,2.0
2025-05-05,Beef Steak,0.9
2025-05-06,Sangria Mix,97.0
2025-05-06,Rice (Bomba),76.962
2025-05-06,Seafood Mix,131.0
2025-05-06,Olive Oil,30.45
2025-05-06,Wine Bottle (Red),20.1
2025-05-06,Beer Keg (30L),40.2
2025-05-06,Coffee Beans,2.0149
2025-05-06,Chicken,10.807
2025-05-06,Potatoes,23.23
2025-05-06,Lettuce,3.3
2025-05-06,Eggs,93.0
2025-05-06,Onions,3.1
2025-05-06,Beef Steak,1.2
2025-05-07,Wine Bottle (Red),14.85
2025-05-07,Rice (Bomba),59.691
2025-05-07,Seafood Mix,103.7
2025-05-07,Olive Oil,24.95
2025-05-07,Coffee Beans,1.3938
2025-05-07,Beer Keg (30L),33.6
2025-05-07,Sangria Mix,96.0
2025-05-07,Eggs,90.0
2025-05-07,Potatoes,17.069
2025-05-07,Onions,3.0
2025-05-07,Chicken,5.454
2025-05-07,Lettuce,1.4
2025-05-07,Beef Steak,0.9
2025-05-08,Rice (Bomba),71.6595
2025-05-08,Seafood Mix,123.65
2025-05-08,Olive Oil,28.5
2025-05-08,Coffee Beans,1.7725
2025-05-08,Sangria Mix,129.0
2025-05-08,Beer Keg (30L),45.3
2025-05-08,Wine Bottle (Red),18.15
2025-05-08,Chicken,9.09
2025-05-08,Potatoes,18.685
2025-05-08,Lettuce,3.0
2025-05-08,Beef Steak,2.1
2025-05-08,Eggs,54.0
2025-05-08,Onions,1.8
2025-05-09,Rice (Bomba),55.449
2025-05-09,Seafood Mix,93.1
2025-05-09,Olive Oil,20.55
2025-05-09,Beer Keg (30L),35.1
2025-05-09,Wine Bottle (Red),12.75
2025-05-09,Sangria Mix,81.0
2025-05-09,Coffee Beans,1.318
2025-05-09,Eggs,42.0
2025-05-09,Potatoes,12.625
2025-05-09,Onions,1.4
2025-05-09,Chicken,7.878
2025-05-09,Lettuce,2.2
2025-05-09,Beef Steak,0.3
2025-05-10,Rice (Bomba),60.903
2025-05-10,Seafood Mix,104.5
2025-05-10,Olive Oil,23.2
2025-05-10,Beer Keg (30L),33.0
2025-05-10,Sangria Mix,90.0
2025-05-10,Wine Bottle (Red),15.45
2025-05-10,Coffee Beans,1.5453
2025-05-10,Chicken,5.959
2025-05-10,Potatoes,9.494
2025-05-10,Lettuce,1.7
2025-05-10,Eggs,30.0
2025-05-10,Onions,1.0
2025-05-11,Wine Bottle (Red),14.25
2025-05-11,Coffee Beans,1.318
2025-05-11,Rice (Bomba),48.3285
2025-05-11,Seafood Mix,86.35
2025-05-11,Olive Oil,21.35
2025-05-11,Sangria Mix,94.0
2025-05-11,Beer Keg (30L),36.3
2025-05-11,Chicken,7.272
2025-05-11,Potatoes,15.655
2025-05-11,Lettuce,2.0
2025-05-11,Eggs,69.0
2025-05-11,Onions,2.3
2025-05-11,Beef Steak,0.9
2025-05-12,Rice (Bomba),64.0845
2025-05-12,Seafood Mix,109.15
2025-05-12,Olive Oil,25.25
2025-05-12,Coffee Beans,1.5301
2025-05-12,Sangria Mix,115.0
2025-05-12,Beer Keg (30L),40.2
2025-05-12,Wine Bottle (Red),16.2
2025-05-12,Chicken,8.888
2025-05-12,Potatoes,17.675
2025-05-12,Lettuce,2.4
2025-05-12,Eggs,75.0
2025-05-12,Onions,2.5
2025-05-13,Wine Bottle (Red),8.4
2025-05-13,Rice (Bomba),37.572
2025-05-13,Seafood Mix,63.6
2025-05-13,Olive Oil,14.6
2025-05-13,Beer Keg (30L),24.9
2025-05-13,Sangria Mix,50.0
2025-05-13,Coffee Beans,1.0151
2025-05-13,Chicken,6.767
2025-05-13,Potatoes,11.514
2025-05-13,Lettuce,1.7
2025-05-13,Eggs,48.0
2025-05-13,Onions,1.6
2025-05-13,Beef Steak,0.6
2025-05-14,Sangria Mix,126.0
2025-05-14,Rice (Bomba),67.7205
2025-05-14,Seafood Mix,116.35
2025-05-14,Olive Oil,26.4
2025-05-14,Wine Bottle (Red),17.85
2025-05-14,Coffee Beans,1.6059
2025-05-14,Beer Keg (30L),39.3
2025-05-14,Chicken,10.1
2025-05-14,Potatoes,15.857
2025-05-14,Lettuce,2.8
2025-05-14,Eggs,36.0
2025-05-14,Onions,1.2
2025-05-15,Sangria Mix,82.0
2025-05-15,Rice (Bomba),39.996
2025-05-15,Seafood Mix,69.0
2025-05-15,Olive Oil,16.3
2025-05-15,Wine Bottle (Red),7.05
2025-05-15,Coffee Beans,1.106
2025-05-15,Beer Keg (30L),24.6
2025-05-15,Eggs,60.0
2025-05-15,Potatoes,11.11
2025-05-15,Onions,2.0
2025-05-15,Chicken,4.242
2025-05-15,Lettuce,1.4
2025-05-15,Beef Steak,0.9
2025-05-16,Rice (Bomba),55.6005
2025-05-16,Seafood Mix,96.55
2025-05-16,Olive Oil,22.5
2025-05-16,Sangria Mix,96.0
2025-05-16,Wine Bottle (Red),17.1
2025-05-16,Beer Keg (30L),36.6
2025-05-16,Coffee Beans,1.4695
2025-05-16,Chicken,10.504
2025-05-16,Potatoes,15.554
2025-05-16,Lettuce,2.8
2025-05-16,Eggs,69.0
2025-05-16,Onions,2.3
2025-05-16,Beef Steak,0.9
2025-05-17,Rice (Bomba),29.997
2025-05-17,Seafood Mix,52.7
2025-05-17,Olive Oil,12.5
2025-05-17,Coffee Beans,0.7424
2025-05-17,Sangria Mix,60.0
2025-05-17,Wine Bottle (Red),5.7
2025-05-17,Beer Keg (30L),21.6
2025-05-17,Chicken,4.343
2025-05-17,Potatoes,8.585
2025-05-17,Lettuce,1.3
2025-05-17,Eggs,33.0
2025-05-17,Onions,1.1
2025-05-17,Beef Steak,1.2
2025-05-18,Sangria Mix,63.0
2025-05-18,Beer Keg (30L),24.3
2025-05-18,Rice (Bomba),40.299
2025-05-18,Seafood Mix,68.5
2025-05-18,Olive Oil,15.15
2025-05-18,Coffee Beans,0.8939
2025-05-18,Wine Bottle (Red),9.75
2025-05-18,Chicken,5.454
2025-05-18,Potatoes,7.676
2025-05-18,Lettuce,1.8
2025-05-18,Eggs,33.0
2025-05-18,Onions,1.1
2025-05-19,Rice (Bomba),63.7815
2025-05-19,Seafood Mix,107.05
2025-05-19,Olive Oil,23.4
2025-05-19,Wine Bottle (Red),17.25
2025-05-19,Sangria Mix,101.0
2025-05-19,Coffee Beans,1.7422
2025-05-19,Beer Keg (30L),43.8
2025-05-19,Chicken,6.868
2025-05-19,Potatoes,11.615
2025-05-19,Lettuce,2.0
2025-05-19,Eggs,48.0
2025-05-19,Onions,1.6
2025-05-20,Rice (Bomba),55.2975
2025-05-20,Seafood Mix,95.45
2025-05-20,Olive Oil,22.3
2025-05-20,Beer Keg (30L),33.0
2025-05-20,Wine Bottle (Red),14.25
2025-05-20,Sangria Mix,83.0
2025-05-20,Coffee Beans,1.2574
2025-05-20,Potatoes,14.948
2025-05-20,Chicken,7.474
2025-05-20,Lettuce,2.2
2025-05-20,Beef Steak,0.6
2025-05-20,Eggs,63.0
2025-05-20,Onions,2.1
2025-05-21,Rice (Bomba),38.6325
2025-05-21,Seafood Mix,67.55
2025-05-21,Olive Oil,15.5
2025-05-21,Sangria Mix,79.0
2025-05-21,Wine Bottle (Red),7.05
2025-05-21,Beer Keg (30L),21.0
2025-05-21,Coffee Beans,0.8787
2025-05-21,Chicken,4.343
2025-05-21,Potatoes,7.979
2025-05-21,Lettuce,1.3
2025-05-21,Beef Steak,0.6
2025-05-21,Eggs,12.0
2025-05-21,Onions,0.4
2025-05-22,Rice (Bomba),66.357
2025-05-22,Seafood Mix,113.7
2025-05-22,Olive Oil,26.25
2025-05-22,Beer Keg (30L),46.5
2025-05-22,Wine Bottle (Red),17.1
2025-05-22,Coffee Beans,1.9089
2025-05-22,Sangria Mix,119.0
2025-05-22,Chicken,12.221
2025-05-22,Potatoes,19.493
2025-05-22,Lettuce,3.5
2025-05-22,Eggs,66.0
2025-05-22,Onions,2.2
2025-05-22,Beef Steak,0.3
2025-05-23,Rice (Bomba),65.751
2025-05-23,Seafood Mix,114.3
2025-05-23,Olive Oil,27.05
2025-05-23,Wine Bottle (Red),13.2
2025-05-23,Sangria Mix,110.0
2025-05-23,Coffee Beans,1.6059
2025-05-23,Beer Keg (30L),29.7
2025-05-23,Potatoes,16.766
2025-05-23,Chicken,5.555
2025-05-23,Eggs,75.0
2025-05-23,Onions,2.5
2025-05-23,Lettuce,1.7
2025-05-23,Beef Steak,1.2
2025-05-24,Sangria Mix,95.0
2025-05-24,Beer Keg (30L),39.0
2025-05-24,Rice (Bomba),58.479
2025-05-24,Seafood Mix,100.9
2025-05-24,Olive Oil,23.85
2025-05-24,Coffee Beans,1.5301
2025-05-24,Wine Bottle (Red),15.0
2025-05-24,Chicken,8.484
2025-05-24,Potatoes,17.675
2025-05-24,Lettuce,2.8
2025-05-24,Eggs,66.0
2025-05-24,Onions,2.2
2025-05-25,Rice (Bomba),54.3885
2025-05-25,Seafood Mix,93.15
2025-05-25,Olive Oil,21.8
2025-05-25,Beer Keg (30L),36.9
2025-05-25,Coffee Beans,1.5907
2025-05-25,Sangria Mix,80.0
2025-05-25,Wine Bottle (Red),14.7
2025-05-25,Chicken,8.989
2025-05-25,Potatoes,17.574
2025-05-25,Lettuce,2.7
2025-05-25,Beef Steak,1.2
2025-05-25,Eggs,63.0
2025-05-25,Onions,2.1
2025-05-26,Rice (Bomba),66.2055
2025-05-26,Seafood Mix,113.25
2025-05-26,Olive Oil,25.9
2025-05-26,Wine Bottle (Red),14.7
2025-05-26,Beer Keg (30L),43.2
2025-05-26,Sangria Mix,101.0
2025-05-26,Coffee Beans,1.4847
2025-05-26,Chicken,9.898
2025-05-26,Potatoes,17.271
2025-05-26,Lettuce,3.0
2025-05-26,Eggs,66.0
2025-05-26,Onions,2.2
2025-05-26,Beef Steak,0.9
2025-05-27,Beer Keg (30L),34.8
2025-05-27,Rice (Bomba),63.7815
2025-05-27,Seafood Mix,108.45
2025-05-27,Olive Oil,24.95
2025-05-27,Sangria Mix,116.0
2025-05-27,Wine Bottle (Red),17.4
2025-05-27,Coffee Beans,1.621
2025-05-27,Chicken,11.11
2025-05-27,Potatoes,19.998
2025-05-27,Lettuce,3.0
2025-05-27,Beef Steak,1.8
2025-05-27,Eggs,66.0
2025-05-27,Onions,2.2
2025-05-28,Beer Keg (30L),39.9
2025-05-28,Rice (Bomba),68.0235
2025-05-28,Seafood Mix,116.65
2025-05-28,Olive Oil,26.85
2025-05-28,Wine Bottle (Red),16.65
2025-05-28,Coffee Beans,1.924
2025-05-28,Sangria Mix,112.0
2025-05-28,Chicken,8.989
2025-05-28,Potatoes,18.079
2025-05-28,Lettuce,2.7
2025-05-28,Beef Steak,1.2
2025-05-28,Eggs,57.0
2025-05-28,Onions,1.9
2025-05-29,Coffee Beans,1.3332
2025-05-29,Sangria Mix,71.0
2025-05-29,Wine Bottle (Red),12.15
2025-05-29,Rice (Bomba),52.116
2025-05-29,Seafood Mix,90.0
2025-05-29,Olive Oil,20.55
2025-05-29,Beer Keg (30L),33.0
2025-05-29,Chicken,8.787
2025-05-29,Potatoes,13.332
2025-05-29,Lettuce,2.9
2025-05-29,Eggs,45.0
2025-05-29,Onions,1.5
2025-05-29,Beef Steak,1.2
2025-05-30,Rice (Bomba),64.3875
2025-05-30,Seafood Mix,111.05
2025-05-30,Olive Oil,26.4
2025-05-30,Coffee Beans,1.7877
2025-05-30,Beer Keg (30L),31.8
2025-05-30,Wine Bottle (Red),18.0
2025-05-30,Sangria Mix,112.0
2025-05-30,Chicken,9.595
2025-05-30,Potatoes,19.897
2025-05-30,Lettuce,2.9
2025-05-30,Eggs,96.0
2025-05-30,Onions,3.2
2025-05-30,Beef Steak,0.3
2025-05-31,Coffee Beans,1.9998
2025-05-31,Sangria Mix,119.0
2025-05-31,Wine Bottle (Red),23.4
2025-05-31,Rice (Bomba),71.205
2025-05-31,Seafood Mix,122.3
2025-05-31,Olive Oil,28.7
2025-05-31,Beer Keg (30L),45.9
2025-05-31,Chicken,6.666
2025-05-31,Potatoes,18.18
2025-05-31,Lettuce,1.8
2025-05-31,Eggs,102.0
2025-05-31,Onions,3.4
2025-05-31,Beef Steak,0.6
2025-06-01,Beer Keg (30L),30.0
2025-06-01,Coffee Beans,1.4392
2025-06-01,Rice (Bomba),53.1765
2025-06-01,Seafood Mix,90.55
2025-06-01,Olive Oil,20.6
2025-06-01,Wine Bottle (Red),16.8
2025-06-01,Sangria Mix,117.0
2025-06-01,Chicken,7.979
2025-06-01,Potatoes,14.039
2025-06-01,Lettuce,2.5
2025-06-01,Beef Steak,0.9
2025-06-01,Eggs,54.0
2025-06-01,Onions,1.8
2025-06-02,Sangria Mix,103.0
2025-06-02,Rice (Bomba),52.5705
2025-06-02,Seafood Mix,89.95
2025-06-02,Olive Oil,20.15
2025-06-02,Coffee Beans,1.3483
2025-06-02,Wine Bottle (Red),14.25
2025-06-02,Chicken,9.191
2025-06-02,Potatoes,12.827
2025-06-02,Lettuce,2.5
2025-06-02,Beer Keg (30L),34.8
2025-06-02,Eggs,27.0
2025-06-02,Onions,0.9
2025-06-02,Beef Steak,0.9
2025-06-03,Rice (Bomba),66.963
2025-06-03,Seafood Mix,114.9
2025-06-03,Olive Oil,26.3
2025-06-03,Sangria Mix,109.0
2025-06-03,Wine Bottle (Red),15.6
2025-06-03,Coffee Beans,1.3938
2025-06-03,Beer Keg (30L),37.5
2025-06-03,Potatoes,15.453
2025-06-03,Beef Steak,0.6
2025-06-03,Chicken,7.878
2025-06-03,Lettuce,2.6
2025-06-03,Eggs,69.0
2025-06-03,Onions,2.3
2025-06-04,Beer Keg (30L),38.7
2025-06-04,Wine Bottle (Red),14.55
2025-06-04,Rice (Bomba),61.6605
2025-06-04,Seafood Mix,107.75
2025-06-04,Olive Oil,26.1
2025-06-04,Sangria Mix,107.0
2025-06-04,Coffee Beans,1.4241
2025-06-04,Chicken,8.686
2025-06-04,Potatoes,20.099
2025-06-04,Lettuce,2.2
2025-06-04,Eggs,66.0
2025-06-04,Onions,2.2
2025-06-04,Beef Steak,0.3
2025-06-05,Rice (Bomba),67.569
2025-06-05,Seafood Mix,114.7
2025-06-05,Olive Oil,25.8
2025-06-05,Beer Keg (30L),42.6
2025-06-05,Sangria Mix,113.0
2025-06-05,Wine Bottle (Red),17.7
2025-06-05,Coffee Beans,1.5756
2025-06-05,Chicken,11.817
2025-06-05,Potatoes,18.685
2025-06-05,Lettuce,3.5
2025-06-05,Beef Steak,2.1
2025-06-05,Eggs,57.0
2025-06-05,Onions,1.9
2025-06-06,Rice (Bomba),62.2665
2025-06-06,Seafood Mix,109.15
2025-06-06,Olive Oil,25.75
2025-06-06,Beer Keg (30L),36.6
2025-06-06,Wine Bottle (Red),17.7
2025-06-06,Sangria Mix,100.0
2025-06-06,Coffee Beans,1.6362
2025-06-06,Chicken,10.1
2025-06-06,Potatoes,17.473
2025-06-06,Lettuce,2.4
2025-06-06,Beef Steak,1.2
2025-06-06,Eggs,51.0
2025-06-06,Onions,1.7
2025-06-07,Rice (Bomba),40.1475
2025-06-07,Seafood Mix,67.65
2025-06-07,Olive Oil,14.85
2025-06-07,Sangria Mix,65.0
2025-06-07,Beer Keg (30L),22.5
2025-06-07,Coffee Beans,0.8636
2025-06-07,Wine Bottle (Red),9.45
2025-06-07,Chicken,7.07
2025-06-07,Potatoes,9.09
2025-06-07,Lettuce,1.8
2025-06-07,Eggs,24.0
2025-06-07,Onions,0.8
2025-06-08,Rice (Bomba),29.694
2025-06-08,Seafood Mix,51.4
2025-06-08,Olive Oil,12.6
2025-06-08,Beer Keg (30L),20.1
2025-06-08,Wine Bottle (Red),7.2
2025-06-08,Sangria Mix,49.0
2025-06-08,Coffee Beans,0.6969
2025-06-08,Chicken,4.949
2025-06-08,Potatoes,11.514
2025-06-08,Lettuce,1.5
2025-06-08,Eggs,48.0
2025-06-08,Onions,1.6
2025-06-08,Beef Steak,0.3
2025-06-09,Wine Bottle (Red),14.85
2025-06-09,Rice (Bomba),58.6305
2025-06-09,Seafood Mix,101.55
2025-06-09,Olive Oil,24.1
2025-06-09,Sangria Mix,99.0
2025-06-09,Coffee Beans,1.4847
2025-06-09,Beer Keg (30L),34.5
2025-06-09,Chicken,7.575
2025-06-09,Potatoes,18.079
2025-06-09,Lettuce,2.5
2025-06-09,Eggs,72.0
2025-06-09,Onions,2.4
2025-06-09,Beef Steak,1.8
2025-06-10,Coffee Beans,1.4392
2025-06-10,Rice (Bomba),50.904
2025-06-10,Seafood Mix,85.6
2025-06-10,Olive Oil,18.45
2025-06-10,Wine Bottle (Red),17.25
2025-06-10,Sangria Mix,87.0
2025-06-10,Beer Keg (30L),38.4
2025-06-10,Chicken,8.888
2025-06-10,Potatoes,10.403
2025-06-10,Lettuce,2.8
2025-06-10,Eggs,30.0
2025-06-10,Onions,1.0
2025-06-10,Beef Steak,0.6
2025-06-11,Sangria Mix,111.0
2025-06-11,Wine Bottle (Red),18.45
2025-06-11,Rice (Bomba),64.0845
2025-06-11,Seafood Mix,110.75
2025-06-11,Olive Oil,25.65
2025-06-11,Beer Keg (30L),38.7
2025-06-11,Coffee Beans,1.6362
2025-06-11,Potatoes,13.837
2025-06-11,Eggs,63.0
2025-06-11,Onions,2.1
2025-06-11,Chicken,5.454
2025-06-11,Lettuce,1.8
2025-06-11,Beef Steak,0.3
2025-06-12,Beer Keg (30L),33.9
2025-06-12,Coffee Beans,1.1968
2025-06-12,Rice (Bomba),60.1455
2025-06-12,Seafood Mix,102.05
2025-06-12,Olive Oil,23.5
2025-06-12,Sangria Mix,100.0
2025-06-12,Wine Bottle (Red),15.0
2025-06-12,Chicken,6.868
2025-06-12,Potatoes,16.059
2025-06-12,Lettuce,2.0
2025-06-12,Eggs,72.0
2025-06-12,Onions,2.4
2025-06-12,Beef Steak,0.6
2025-06-13,Sangria Mix,116.0
2025-06-13,Wine Bottle (Red),13.2
2025-06-13,Rice (Bomba),58.9335
2025-06-13,Seafood Mix,99.85
2025-06-13,Olive Oil,22.6
2025-06-13,Coffee Beans,1.4544
2025-06-13,Beer Keg (30L),35.7
2025-06-13,Potatoes,13.534
2025-06-13,Chicken,5.959
2025-06-13,Lettuce,1.7
2025-06-13,Eggs,45.0
2025-06-13,Onions,1.5
2025-06-14,Rice (Bomba),71.0535
2025-06-14,Seafood Mix,119.65
2025-06-14,Olive Oil,26.0
2025-06-14,Wine Bottle (Red),15.75
2025-06-14,Sangria Mix,101.0
2025-06-14,Beer Keg (30L),38.4
2025-06-14,Coffee Beans,1.8634
2025-06-14,Chicken,8.888
2025-06-14,Potatoes,13.029
2025-06-14,Lettuce,2.8
2025-06-14,Beef Steak,0.6
2025-06-14,Eggs,42.0
2025-06-14,Onions,1.4
2025-06-15,Rice (Bomba),61.9635
2025-06-15,Seafood Mix,106.45
2025-06-15,Olive Oil,24.85
2025-06-15,Coffee Beans,1.7877
2025-06-15,Beer Keg (30L),39.0
2025-06-15,Wine Bottle (Red),13.5
2025-06-15,Sangria Mix,113.0
2025-06-15,Chicken,9.191
2025-06-15,Potatoes,18.584
2025-06-15,Lettuce,2.5
2025-06-15,Eggs,72.0
2025-06-15,Onions,2.4
2025-06-15,Beef Steak,1.8
2025-06-16,Coffee Beans,1.7119
2025-06-16,Rice (Bomba),58.9335
2025-06-16,Seafood Mix,100.45
2025-06-16,Olive Oil,23.55
2025-06-16,Beer Keg (30L),46.2
2025-06-16,Wine Bottle (Red),13.8
2025-06-16,Sangria Mix,98.0
2025-06-16,Chicken,11.211
2025-06-16,Potatoes,20.604
2025-06-16,Lettuce,2.9
2025-06-16,Eggs,60.0
2025-06-16,Onions,2.0
2025-06-16,Beef Steak,0.6
2025-06-17,Beer Keg (30L),51.6
2025-06-17,Wine Bottle (Red),16.35
2025-06-17,Rice (Bomba),73.4775
2025-06-17,Seafood Mix,125.45
2025-06-17,Olive Oil,28.85
2025-06-17,Coffee Beans,1.7119
2025-06-17,Sangria Mix,140.0
2025-06-17,Chicken,9.898
2025-06-17,Potatoes,19.897
2025-06-17,Lettuce,3.0
2025-06-17,Eggs,69.0
2025-06-17,Onions,2.3
2025-06-17,Beef Steak,0.9
2025-06-18,Rice (Bomba),66.2055
2025-06-18,Seafood Mix,114.85
2025-06-18,Olive Oil,27.3
2025-06-18,Wine Bottle (Red),14.55
2025-06-18,Beer Keg (30L),30.0
2025-06-18,Coffee Beans,1.6362
2025-06-18,Sangria Mix,128.0
2025-06-18,Chicken,6.565
2025-06-18,Potatoes,19.594
2025-06-18,Lettuce,1.9
2025-06-18,Eggs,57.0
2025-06-18,Onions,1.9
2025-06-18,Beef Steak,1.8
2025-06-19,Wine Bottle (Red),13.8
2025-06-19,Sangria Mix,111.0
2025-06-19,Coffee Beans,1.3029
2025-06-19,Beer Keg (30L),43.8
2025-06-19,Rice (Bomba),57.873
2025-06-19,Seafood Mix,98.3
2025-06-19,Olive Oil,21.95
2025-06-19,Chicken,8.585
2025-06-19,Potatoes,13.332
2025-06-19,Lettuce,2.7
2025-06-19,Eggs,51.0
2025-06-19,Onions,1.7
2025-06-19,Beef Steak,0.9
2025-06-20,Wine Bottle (Red),11.7
2025-06-20,Rice (Bomba),47.874
2025-06-20,Seafood Mix,81.0
2025-06-20,Olive Oil,18.55
2025-06-20,Beer Keg (30L),35.1
2025-06-20,Coffee Beans,1.2574
2025-06-20,Sangria Mix,73.0
2025-06-20,Chicken,5.656
2025-06-20,Potatoes,13.13
2025-06-20,Lettuce,1.2
2025-06-20,Eggs,27.0
2025-06-20,Onions,0.9
2025-06-21,Sangria Mix,101.0
2025-06-21,Rice (Bomba),49.2375
2025-06-21,Seafood Mix,83.25
2025-06-21,Olive Oil,17.85
2025-06-21,Coffee Beans,1.212
2025-06-21,Beer Keg (30L),28.5
2025-06-21,Wine Bottle (Red),9.0
2025-06-21,Chicken,5.252
2025-06-21,Potatoes,6.969
2025-06-21,Lettuce,1.6
2025-06-21,Eggs,15.0
2025-06-21,Onions,0.5
2025-06-21,Beef Steak,0.6
2025-06-22,Beer Keg (30L),30.3
2025-06-22,Sangria Mix,88.0
2025-06-22,Rice (Bomba),48.48
2025-06-22,Seafood Mix,81.8
2025-06-22,Olive Oil,18.25
2025-06-22,Wine Bottle (Red),13.2
2025-06-22,Coffee Beans,1.3938
2025-06-22,Chicken,7.272
2025-06-22,Potatoes,12.726
2025-06-22,Lettuce,2.0
2025-06-22,Eggs,33.0
2025-06-22,Onions,1.1
2025-06-22,Beef Steak,1.5
2025-06-23,Rice (Bomba),67.569
2025-06-23,Seafood Mix,115.7
2025-06-23,Olive Oil,27.05
2025-06-23,Coffee Beans,1.7422
2025-06-23,Beer Keg (30L),42.3
2025-06-23,Sangria Mix,113.0
2025-06-23,Wine Bottle (Red),15.3
2025-06-23,Chicken,16.665
2025-06-23,Potatoes,24.341
2025-06-23,Lettuce,4.7
2025-06-23,Eggs,90.0
2025-06-23,Onions,3.0
2025-06-23,Beef Steak,0.9
2025-06-24,Rice (Bomba),70.296
2025-06-24,Seafood Mix,119.8
2025-06-24,Olive Oil,28.1
2025-06-24,Sangria Mix,97.0
2025-06-24,Coffee Beans,1.9695
2025-06-24,Beer Keg (30L),43.5
2025-06-24,Wine Bottle (Red),17.85
2025-06-24,Chicken,11.817
2025-06-24,Potatoes,22.927
2025-06-24,Lettuce,3.1
2025-06-24,Eggs,99.0
2025-06-24,Onions,3.3
2025-06-24,Beef Steak,0.9
2025-06-25,Rice (Bomba),40.4505
2025-06-25,Seafood Mix,69.35
2025-06-25,Olive Oil,16.25
2025-06-25,Sangria Mix,54.0
2025-06-25,Wine Bottle (Red),9.75
2025-06-25,Coffee Beans,0.909
2025-06-25,Beer Keg (30L),30.6
2025-06-25,Chicken,5.656
2025-06-25,Potatoes,11.918
2025-06-25,Lettuce,1.6
2025-06-25,Eggs,48.0
2025-06-25,Onions,1.6
2025-06-25,Beef Steak,0.3
2025-06-26,Wine Bottle (Red),14.7
2025-06-26,Rice (Bomba),67.4175
2025-06-26,Seafood Mix,114.85
2025-06-26,Olive Oil,25.4
2025-06-26,Beer Keg (30L),36.6
2025-06-26,Coffee Beans,1.5756
2025-06-26,Sangria Mix,115.0
2025-06-26,Potatoes,13.231
2025-06-26,Chicken,8.585
2025-06-26,Lettuce,2.7
2025-06-26,Eggs,36.0
2025-06-26,Onions,1.2
2025-06-26,Beef Steak,0.9
2025-06-27,Beer Keg (30L),37.5
2025-06-27,Coffee Beans,1.4847
2025-06-27,Wine Bottle (Red),12.3
2025-06-27,Sangria Mix,98.0
2025-06-27,Rice (Bomba),54.9945
2025-06-27,Seafood Mix,95.35
2025-06-27,Olive Oil,21.6
2025-06-27,Chicken,9.09
2025-06-27,Potatoes,12.423
